ip,port,protocol,q_ui_c_handshake_duration,q_ui_c_negotiated_protocol,q_ui_c_used0_rtt,q_ui_c_error,http_version,query_time,total_time,r_code,response_ip,response_ttl,error,vp
176.103.134.34,784,quic,537323818,doq-i03,0,,,262789215,800215633,0,67.225.146.248,2951,,singapore
176.103.134.34,784,quic,268737529,doq-i03,0,,,265617139,534392764,0,67.225.146.248,2949,,singapore
176.103.134.34,8853,quic,528642505,doq-i03,0,,,266333749,795036192,0,67.225.146.248,2947,,singapore
176.103.134.34,8853,quic,276472400,doq-i03,0,,,263095201,539615661,0,67.225.146.248,2945,,singapore
31.184.206.207,784,quic,391621245,doq-i03,0,,,193601572,585254094,0,67.225.146.248,1751,,singapore
176.103.134.34,853,quic,530169132,doq-i03,0,,,265403375,795600607,0,67.225.146.248,2942,,singapore
31.184.206.207,784,quic,984748,doq-i03,1,,,193020361,388810103,0,67.225.146.248,1749,,singapore
176.103.134.34,853,quic,264464279,doq-i03,0,,,260925290,525427961,0,67.225.146.248,2940,,singapore
140.238.10.79,784,quic,150157588,doq-i03,0,,,70834076,221021707,0,67.225.146.248,2206,,singapore
140.238.10.79,784,quic,844103,doq-i03,1,,,70747584,143617501,0,67.225.146.248,2204,,singapore
109.173.22.228,784,quic,426689102,doq-i03,0,,,225151722,651883264,0,67.225.146.248,2504,,singapore
109.173.22.228,784,quic,228170039,doq-i03,0,,,225396699,453605743,0,67.225.146.248,2502,,singapore
152.67.162.236,784,quic,146107352,doq-i03,0,,,44822977,190958203,5,,,,singapore
152.67.162.236,784,quic,6175396,doq-i03,1,,,46358952,97619077,5,,,,singapore
51.195.103.20,784,quic,578128095,doq-i03,0,,,818271712,1396439205,0,67.225.146.248,5,,singapore
51.195.103.20,784,quic,800862,doq-i03,1,,,288756133,577928772,0,67.225.146.248,3,,singapore
108.136.172.34,784,quic,58037528,doq-i03,0,,,15691095,73761142,0,67.225.146.248,2708,,singapore
108.136.172.34,784,quic,30606565,doq-i03,0,,,74434150,105077301,0,67.225.146.248,2707,,singapore
185.232.170.153,784,quic,506075885,doq-i03,0,,,164640654,670745544,0,67.225.146.248,2068,,singapore
185.232.170.153,784,quic,169098542,doq-i03,0,,,166407657,335561556,0,67.225.146.248,2066,,singapore
152.67.205.196,784,quic,165205767,doq-i03,0,,,88039358,253280360,0,67.225.146.248,2035,,singapore
152.67.205.196,784,quic,665202,doq-i03,1,,,80384478,159979190,0,67.225.146.248,2033,,singapore
192.26.105.29,784,quic,1088408799,doq-i02,0,,,294248565,1382700424,0,67.225.146.248,2511,,singapore
192.26.105.29,784,quic,296847697,doq-i02,0,,,293684379,590624202,0,67.225.146.248,2509,,singapore
8.210.148.24,784,quic,74672306,doq-i03,0,,,34764077,109487086,0,67.225.146.248,1150,,singapore
8.210.148.24,784,quic,757211,doq-i03,1,,,34684234,71087925,0,67.225.146.248,1149,,singapore
8.210.148.24,8853,quic,82049174,doq-i03,0,,,39652340,121756287,0,67.225.146.248,1147,,singapore
8.210.148.24,8853,quic,871611,doq-i03,1,,,38565900,79175927,0,67.225.146.248,1145,,singapore
77.68.21.94,784,quic,677057417,doq-i03,0,,,324199598,1001316354,0,67.225.146.248,2174,,singapore
77.68.21.94,784,quic,882615,doq-i03,1,,,323967719,650644607,0,67.225.146.248,2172,,singapore
152.69.185.118,784,quic,178182644,doq-i03,0,,,84380304,262595378,0,67.225.146.248,600,,singapore
152.69.185.118,784,quic,844256,doq-i03,1,,,84207093,175802487,0,67.225.146.248,598,,singapore
104.238.154.123,784,quic,377609018,doq-i03,0,,,185927648,563567892,0,0.0.0.0,10,,singapore
104.238.154.123,784,quic,890783,doq-i03,1,,,189720810,377904675,0,0.0.0.0,10,,singapore
176.103.134.150,784,quic,519499160,doq-i03,0,,,258316221,777850315,0,67.225.146.248,2802,,singapore
176.103.134.150,784,quic,268464898,doq-i03,0,,,257575751,526080347,0,67.225.146.248,2800,,singapore
176.103.134.150,8853,quic,516900469,doq-i03,0,,,255351626,772290428,0,67.225.146.248,2798,,singapore
176.103.134.150,8853,quic,259604965,doq-i03,0,,,256372176,516010960,0,67.225.146.248,2796,,singapore
176.103.134.150,853,quic,515181031,doq-i03,0,,,256751606,771964950,0,67.225.146.248,2793,,singapore
176.103.134.150,853,quic,256972402,doq-i03,0,,,257621726,514632199,0,67.225.146.248,2791,,singapore
51.38.196.99,784,quic,1043003456,doq-i02,0,,,289037750,1332088468,0,67.225.146.248,1991,,singapore
51.38.196.99,784,quic,279765988,doq-i02,0,,,277864239,557683570,0,67.225.146.248,1988,,singapore
52.229.189.143,784,quic,246068203,doq-i02,0,,,81491786,327590612,0,67.225.146.248,1788,,singapore
52.229.189.143,784,quic,84101024,doq-i02,0,,,80932041,165069255,0,67.225.146.248,1787,,singapore
152.69.204.173,784,quic,160485326,doq-i03,0,,,76704959,237225273,0,1.2.3.4,10,,singapore
152.69.204.173,784,quic,710760,doq-i03,1,,,76256038,154549108,0,1.2.3.4,10,,singapore
103.229.41.91,784,quic,230434053,doq-i00,0,,,55100305,285583003,0,67.225.146.248,442,,singapore
103.229.41.91,784,quic,56889899,doq-i00,0,,,55232279,112158831,0,67.225.146.248,440,,singapore
168.138.36.90,784,quic,288683374,doq-i02,0,,,71280986,360020108,0,67.225.146.248,161,,singapore
168.138.36.90,784,quic,73541693,doq-i02,0,,,72107681,145679159,0,67.225.146.248,159,,singapore
107.191.51.151,784,quic,825303901,doq-i02,0,,,209295280,1034630579,0,67.225.146.248,3071,,singapore
107.191.51.151,784,quic,209947509,doq-i02,0,,,207870965,417857461,0,67.225.146.248,3069,,singapore
5.255.103.147,784,quic,759253744,doq-i02,0,,,188161852,947448486,0,67.225.146.248,1510,,singapore
5.255.103.147,784,quic,192577356,doq-i02,0,,,188094497,380705530,0,67.225.146.248,1508,,singapore
172.105.101.43,784,quic,488663191,doq-i03,0,,,244110121,732809821,0,67.225.146.248,3583,,singapore
172.105.101.43,784,quic,670738,doq-i03,1,,,242680390,486648690,0,67.225.146.248,3581,,singapore
139.162.138.4,784,quic,322860741,doq-i03,0,,,159798141,482715072,5,,,,singapore
139.162.138.4,784,quic,892031,doq-i03,1,,,158479490,318272430,5,,,,singapore
137.184.189.100,784,quic,605686888,doq-i02,0,,,200724037,806440986,0,67.225.146.248,3410,,singapore
137.184.189.100,784,quic,203175753,doq-i02,0,,,204815764,408031677,0,67.225.146.248,3409,,singapore
60.188.58.90,784,quic,152288527,doq-i03,0,,,72306130,224626388,0,67.225.146.248,1003,,singapore
60.188.58.90,784,quic,852109,doq-i03,1,,,72245982,146315044,0,67.225.146.248,1001,,singapore
155.248.171.189,784,quic,141431768,doq-i03,0,,,67364001,208856814,0,67.225.146.248,2617,,singapore
155.248.171.189,784,quic,964062,doq-i03,1,,,67297623,136994726,0,67.225.146.248,2615,,singapore
168.138.50.5,784,quic,161256381,doq-i03,0,,,76274551,237568780,0,67.225.146.248,829,,singapore
168.138.50.5,784,quic,856345,doq-i03,1,,,76317951,155268023,0,67.225.146.248,828,,singapore
159.223.136.223,784,quic,650272873,doq-i03,0,,,224604745,874913827,0,67.225.146.248,855,,singapore
159.223.136.223,784,quic,226546009,doq-i03,0,,,224321162,450897819,0,67.225.146.248,853,,singapore
51.75.162.101,784,quic,468521358,doq-i03,0,,,266637840,735219293,0,67.225.146.248,1946,,singapore
51.75.162.101,784,quic,273270693,doq-i03,0,,,272441832,545756183,0,67.225.146.248,1944,,singapore
164.92.237.199,784,quic,314980642,doq-i03,0,,,154482802,469517591,0,67.225.146.248,43185,,singapore
164.92.237.199,784,quic,678895,doq-i03,1,,,153565747,309549307,0,67.225.146.248,43183,,singapore
103.192.236.242,784,quic,236843768,doq-i00,0,,,56952962,293826366,0,67.225.146.248,634,,singapore
103.192.236.242,784,quic,59788224,doq-i00,0,,,56766771,116593213,0,67.225.146.248,633,,singapore
176.103.134.35,784,quic,505043748,doq-i03,0,,,252406651,757479688,0,67.225.146.248,2551,,singapore
176.103.134.35,784,quic,256193067,doq-i03,0,,,268288369,524516561,0,67.225.146.248,2549,,singapore
176.103.134.35,8853,quic,519853011,doq-i03,0,,,259656490,779568950,0,67.225.146.248,2547,,singapore
176.103.134.35,8853,quic,261189164,doq-i03,0,,,259705117,520930853,0,67.225.146.248,2545,,singapore
158.101.12.70,784,quic,467020873,doq-i03,0,,,229892653,696952390,0,67.225.146.248,1517,,singapore
176.103.134.35,853,quic,515962011,doq-i03,0,,,254963070,770962336,0,67.225.146.248,2543,,singapore
158.101.12.70,784,quic,825369,doq-i03,1,,,226490380,453080579,0,67.225.146.248,1515,,singapore
37.114.32.99,784,quic,892432827,doq-i03,0,,,212858887,1105322991,0,67.225.146.248,1025,,singapore
176.103.134.35,853,quic,257896582,doq-i03,0,,,268029934,525984101,0,67.225.146.248,2541,,singapore
37.114.32.99,784,quic,648857,doq-i03,1,,,207587903,423143510,0,67.225.146.248,1023,,singapore
168.138.41.35,784,quic,146664916,doq-i03,0,,,71243843,217943738,0,67.225.146.248,3125,,singapore
92.205.63.135,784,quic,705005033,doq-i03,0,,,350521166,1055612720,0,67.225.146.248,1685,,singapore
168.138.41.35,784,quic,73053623,doq-i03,0,,,71042110,144128012,0,67.225.146.248,3123,,singapore
43.128.20.252,784,quic,155440428,doq-i02,0,,,38332610,193801658,0,67.225.146.248,1599,,singapore
92.205.63.135,784,quic,681573,doq-i03,1,,,350240402,703621491,0,67.225.146.248,1683,,singapore
43.128.20.252,784,quic,38498742,doq-i02,0,,,36528827,75061525,0,67.225.146.248,1598,,singapore
20.205.127.129,784,quic,247976511,doq-i03,0,,,120325356,368338675,0,0.0.0.0,10,,singapore
20.205.127.129,784,quic,2201126,doq-i03,1,,,120572194,247094909,0,0.0.0.0,10,,singapore
52.169.109.90,784,quic,334537715,doq-i03,0,,,165215627,499816903,0,67.225.146.248,1340,,singapore
52.169.109.90,784,quic,843912,doq-i03,1,,,163981275,330317766,0,67.225.146.248,1338,,singapore
178.254.32.28,784,quic,332537070,doq-i03,0,,,158875891,491449294,0,67.225.146.248,1347,,singapore
178.254.32.28,784,quic,835714,doq-i03,1,,,157790982,318237011,0,67.225.146.248,1345,,singapore
94.140.14.141,784,quic,7215763,doq-i03,0,,,2777074,10058353,0,67.225.146.248,2841,,singapore
94.140.14.141,784,quic,4017162,doq-i03,0,,,2609136,6660453,0,67.225.146.248,2839,,singapore
94.140.14.141,8853,quic,9086944,doq-i03,0,,,10330654,19471464,0,67.225.146.248,2838,,singapore
94.140.14.141,8853,quic,4594128,doq-i03,0,,,2952582,7604513,0,67.225.146.248,2836,,singapore
94.140.14.141,853,quic,7078720,doq-i03,0,,,2473545,9584894,0,67.225.146.248,2835,,singapore
130.61.186.251,784,quic,336204022,doq-i03,0,,,166549481,502811130,0,67.225.146.248,1864,,singapore
94.140.14.141,853,quic,3776673,doq-i03,0,,,2236742,6047642,0,67.225.146.248,2834,,singapore
130.61.186.251,784,quic,977343,doq-i03,1,,,165507228,341017331,0,67.225.146.248,1862,,singapore
35.156.129.204,784,quic,325390442,doq-i03,0,,,159293537,484722899,0,67.225.146.248,1973,,singapore
35.156.129.204,784,quic,2585430,doq-i03,1,,,158969828,319559359,0,67.225.146.248,1971,,singapore
140.238.36.23,784,quic,141666134,doq-i03,0,,,67504301,209207781,0,67.225.146.248,1458,,singapore
140.238.36.23,784,quic,802205,doq-i03,1,,,69129342,147590989,0,67.225.146.248,1457,,singapore
176.103.130.132,784,quic,483523627,doq-i03,0,,,240795619,724352753,0,67.225.146.248,3583,,singapore
176.103.130.132,784,quic,242386842,doq-i03,0,,,241007533,483490153,0,67.225.146.248,3581,,singapore
176.103.130.132,8853,quic,483544582,doq-i03,0,,,240836781,724440902,0,67.225.146.248,3579,,singapore
176.103.130.132,8853,quic,242824685,doq-i03,0,,,240636809,483498165,0,67.225.146.248,3577,,singapore
176.103.130.132,853,quic,483773570,doq-i03,0,,,241393218,725197742,0,67.225.146.248,3575,,singapore
176.103.130.132,853,quic,242367315,doq-i03,0,,,240552085,482971764,0,67.225.146.248,3573,,singapore
37.114.32.80,784,quic,415379573,doq-i03,0,,,193502101,608947521,0,67.225.146.248,2487,,singapore
37.114.32.80,784,quic,906551,doq-i03,1,,,210769774,406103914,0,67.225.146.248,2485,,singapore
45.147.54.7,784,quic,471914016,doq-i03,0,,,548473675,1020425044,0,67.225.146.248,1602,,singapore
45.147.54.7,784,quic,876078,doq-i03,1,,,198404438,399559378,0,67.225.146.248,1600,,singapore
158.101.139.156,784,quic,140760532,doq-i03,0,,,67627483,208444121,0,67.225.146.248,2560,,singapore
158.101.139.156,784,quic,3671604,doq-i03,1,,,67419219,139873524,0,67.225.146.248,2558,,singapore
45.77.25.253,784,quic,203722787,doq-i02,0,,,73404440,277160951,0,0.0.0.0,604800,,singapore
45.77.25.253,784,quic,69540433,doq-i02,0,,,66303044,135883187,0,0.0.0.0,604800,,singapore
85.192.48.70,784,quic,802587355,doq-i02,0,,,198417468,1001036057,0,67.225.146.248,1700,,singapore
85.192.48.70,784,quic,199756123,doq-i02,0,,,198553810,398346512,0,67.225.146.248,1698,,singapore
129.154.226.9,784,quic,115433951,doq-i03,0,,,56651016,172122046,0,67.225.146.248,1578,,singapore
129.154.226.9,784,quic,682727,doq-i03,1,,,52671277,107461880,0,67.225.146.248,1576,,singapore
132.226.217.133,784,quic,595799545,doq-i03,0,,,297087047,892918908,0,67.225.146.248,1239,,singapore
132.226.217.133,784,quic,861687,doq-i03,1,,,295410019,592889472,0,67.225.146.248,1237,,singapore
94.140.14.15,784,quic,7191762,doq-i03,0,,,2613930,9838240,0,67.225.146.248,2679,,singapore
94.140.14.15,784,quic,4188406,doq-i03,0,,,2562199,6781908,0,67.225.146.248,2678,,singapore
94.140.14.15,8853,quic,8615413,doq-i03,0,,,2532516,11179616,0,67.225.146.248,2677,,singapore
94.140.14.15,8853,quic,4283295,doq-i03,0,,,2531973,6851459,0,67.225.146.248,2675,,singapore
94.140.14.15,853,quic,6273326,doq-i03,0,,,2291127,8598198,0,67.225.146.248,2673,,singapore
94.140.14.15,853,quic,3721458,doq-i03,0,,,2044449,5795519,0,67.225.146.248,2672,,singapore
23.94.120.177,784,quic,195992028,doq-i03,0,,,187686250,383706384,0,67.225.146.248,3584,,singapore
94.140.14.14,784,quic,10902711,doq-i03,0,,,5569602,16499923,0,67.225.146.248,2654,,singapore
94.140.14.14,784,quic,3973372,doq-i03,0,,,1995610,6001187,0,67.225.146.248,2653,,singapore
23.94.120.177,784,quic,192499129,doq-i03,0,,,189298164,381825724,0,67.225.146.248,3582,,singapore
94.140.14.14,8853,quic,8886824,doq-i03,0,,,3104608,12045975,0,67.225.146.248,2651,,singapore
94.140.14.14,8853,quic,8585551,doq-i03,0,,,3730195,12369808,0,67.225.146.248,2650,,singapore
94.140.14.14,853,quic,5917620,doq-i03,0,,,1960983,7932068,0,67.225.146.248,2648,,singapore
94.140.14.14,853,quic,3415206,doq-i03,0,,,1920371,5370489,0,67.225.146.248,2647,,singapore
51.15.75.165,784,quic,411843199,doq-i03,0,,,204939747,616834509,0,67.225.146.248,1172,,singapore
51.15.75.165,784,quic,205880932,doq-i03,0,,,202586252,408526119,0,67.225.146.248,1170,,singapore
43.129.73.66,784,quic,171935215,doq-i02,0,,,41878300,213849063,0,67.225.146.248,163,,singapore
43.129.73.66,784,quic,44098932,doq-i02,0,,,42941584,87100165,0,67.225.146.248,162,,singapore
87.106.168.61,784,quic,712880629,doq-i03,0,,,353006540,1065914429,0,67.225.146.248,2092,,singapore
103.192.236.244,784,quic,227597063,doq-i00,0,,,56503372,284131228,0,67.225.146.248,1902,,singapore
87.106.168.61,784,quic,826842,doq-i03,1,,,353173981,709611944,0,67.225.146.248,2090,,singapore
103.192.236.244,784,quic,59188646,doq-i00,0,,,56023182,115271761,0,67.225.146.248,1900,,singapore
198.74.127.117,784,quic,357576699,doq-i03,0,,,175523112,533159526,0,67.225.146.248,10,,singapore
198.74.127.117,784,quic,178360123,doq-i03,0,,,173680695,352097175,0,67.225.146.248,10,,singapore
185.253.5.9,8853,quic,480803573,doq-i03,0,,,239230558,720066601,0,67.225.146.248,2256,,singapore
185.253.5.9,8853,quic,242115131,doq-i03,0,,,239272694,481424692,0,67.225.146.248,2254,,singapore
152.67.8.163,784,quic,109989240,doq-i03,0,,,52253182,162297212,3,,,,singapore
152.67.8.163,784,quic,1170529,doq-i03,1,,,52434856,106834791,3,,,,singapore
3.9.78.39,784,quic,358930638,doq-i03,0,,,174613935,533575364,0,0.0.0.0,10,,singapore
3.9.78.39,784,quic,788028,doq-i03,1,,,174737432,351627871,0,0.0.0.0,10,,singapore
152.69.223.63,784,quic,9412230,doq-i03,0,,,2478891,11946290,0,67.225.146.248,2321,,singapore
152.69.223.63,784,quic,836479,doq-i03,1,,,2348837,6764374,0,67.225.146.248,2319,,singapore
104.248.118.244,784,quic,470986434,doq-i03,0,,,234579917,705603760,0,67.225.146.248,2625,,singapore
104.248.118.244,784,quic,1988646,doq-i03,1,,,236203880,484079576,0,67.225.146.248,2623,,singapore
50.116.59.251,784,quic,431093873,doq-i03,0,,,229269169,660423387,0,67.225.146.248,3583,,singapore
194.177.23.120,8853,quic,396206883,doq-i03,0,,,196880502,593126098,0,67.225.146.248,219,,singapore
50.116.59.251,784,quic,231204108,doq-i03,0,,,228903241,460168760,0,67.225.146.248,3581,,singapore
194.177.23.120,8853,quic,2456151,doq-i03,1,,,197465551,398337328,0,67.225.146.248,218,,singapore
135.125.169.4,784,quic,1069039232,doq-i03,0,,,301319536,1370420592,0,67.225.146.248,1599,,singapore
135.125.169.4,784,quic,292783213,doq-i03,0,,,287478213,580293633,0,67.225.146.248,1597,,singapore
146.59.32.198,784,quic,576791408,doq-i03,0,,,284609890,861457130,0,67.225.146.248,1102,,singapore
146.59.32.198,784,quic,666329,doq-i03,1,,,285204054,572380632,0,67.225.146.248,1100,,singapore
94.140.14.59,784,quic,6587765,doq-i03,0,,,2224455,8840149,0,67.225.146.248,2479,,singapore
94.140.14.59,784,quic,4442744,doq-i03,0,,,2078573,6578718,0,67.225.146.248,2478,,singapore
94.140.14.59,8853,quic,5988288,doq-i03,0,,,2080200,8103698,0,67.225.146.248,2476,,singapore
94.140.14.59,8853,quic,3842809,doq-i03,0,,,2061106,5938997,0,67.225.146.248,2475,,singapore
94.140.14.59,853,quic,6962303,doq-i03,0,,,2412731,9408747,0,67.225.146.248,2473,,singapore
94.140.14.59,853,quic,4170792,doq-i03,0,,,2351182,6581545,0,67.225.146.248,2472,,singapore
67.205.154.232,784,quic,490128112,doq-i03,0,,,246253796,736421877,0,67.225.146.248,1100,,singapore
67.205.154.232,784,quic,811328,doq-i03,1,,,243457276,492850128,0,67.225.146.248,1098,,singapore
131.186.63.141,784,quic,140996354,doq-i03,0,,,67620143,208665783,0,67.225.146.248,1307,,singapore
131.186.63.141,784,quic,841027,doq-i03,1,,,67286966,136929470,0,67.225.146.248,1306,,singapore
15.184.189.254,784,quic,294133418,doq-i03,0,,,96662560,390833742,0,67.225.146.248,1205,,singapore
15.184.189.254,784,quic,99053221,doq-i03,0,,,96513145,195603572,0,67.225.146.248,1203,,singapore
45.78.14.176,784,quic,343790809,doq-i03,0,,,169675752,513499308,0,67.225.146.248,3588,,singapore
45.78.14.176,784,quic,1197469,doq-i03,1,,,218790078,392113918,0,67.225.146.248,3584,,singapore
159.65.149.35,784,quic,88232642,doq-i03,0,,,40262585,128532959,5,,,,singapore
159.65.149.35,784,quic,823917,doq-i03,1,,,42867949,86969523,5,,,,singapore
134.122.42.163,784,quic,458647855,doq-i03,0,,,227416522,686092984,5,,,,singapore
103.179.45.33,784,quic,164659223,doq-i03,0,,,81052877,245761766,0,67.225.146.248,1953,,singapore
134.122.42.163,784,quic,2066718,doq-i03,1,,,227034611,466580272,5,,,,singapore
103.179.45.33,784,quic,663393,doq-i03,1,,,79510384,160880371,0,67.225.146.248,1951,,singapore
150.230.103.62,784,quic,139727317,doq-i03,0,,,68304686,208069757,0,67.225.146.248,3276,,singapore
150.230.103.62,784,quic,782784,doq-i03,1,,,68676912,138419099,0,67.225.146.248,3274,,singapore
5.1.84.150,784,quic,386960888,doq-i03,0,,,189985749,577000798,0,67.225.146.248,1429,,singapore
5.1.84.150,784,quic,828955,doq-i03,1,,,190293702,382847468,0,67.225.146.248,1427,,singapore
131.186.62.203,784,quic,140021803,doq-i03,0,,,67649455,207703172,0,67.225.146.248,2265,,singapore
131.186.62.203,784,quic,75112000,doq-i03,0,,,67441274,142607019,0,67.225.146.248,2264,,singapore
120.55.44.44,784,quic,237075383,doq-i03,0,,,112990856,350096787,0,67.225.146.248,1463,,singapore
120.55.44.44,784,quic,1249050,doq-i03,1,,,113235259,228672572,0,67.225.146.248,1461,,singapore
94.237.42.60,8853,quic,587457290,doq-i03,0,,,873443724,1460932479,0,67.225.146.248,1630,,singapore
94.237.42.60,8853,quic,837506,doq-i03,1,,,293617875,588307782,0,67.225.146.248,1627,,singapore
46.8.194.61,784,quic,434184068,doq-i03,0,,,200546909,634769517,0,67.225.146.248,2618,,singapore
46.8.194.61,784,quic,851222,doq-i03,1,,,200708285,403057049,0,67.225.146.248,2616,,singapore
176.103.130.137,784,quic,483894189,doq-i03,0,,,241263427,725187728,0,67.225.146.248,3074,,singapore
176.103.130.137,784,quic,242483580,doq-i03,0,,,240740414,483265703,0,67.225.146.248,3072,,singapore
176.103.130.137,8853,quic,484925444,doq-i03,0,,,246515518,731485876,0,67.225.146.248,3070,,singapore
176.103.130.137,8853,quic,243072978,doq-i03,0,,,241200161,484352387,0,67.225.146.248,3068,,singapore
176.103.130.137,853,quic,495952366,doq-i03,0,,,245902306,741883779,0,67.225.146.248,3066,,singapore
176.103.130.137,853,quic,246410750,doq-i03,0,,,244555730,491004819,0,67.225.146.248,3064,,singapore
3.1.94.218,784,quic,18045571,doq-i03,0,,,1497509,19575993,0,67.225.146.248,3597,,singapore
3.1.94.218,784,quic,2976074,doq-i03,0,,,753722,3757024,0,67.225.146.248,3596,,singapore
3.1.94.218,853,quic,15992564,doq-i03,0,,,905932,16950083,0,67.225.146.248,3591,,singapore
3.1.94.218,853,quic,3096794,doq-i03,0,,,1831715,4962253,0,67.225.146.248,3590,,singapore
103.124.95.99,784,quic,117361909,doq-i03,0,,,54808387,172231248,0,67.225.146.248,2358,,singapore
103.124.95.99,784,quic,835083,doq-i03,1,,,54723842,112825471,0,67.225.146.248,2356,,singapore
43.154.154.162,784,quic,91692605,doq-i03,0,,,43561728,135312389,0,67.225.146.248,710,,singapore
43.154.154.162,784,quic,672717,doq-i03,1,,,43686741,88956945,0,67.225.146.248,709,,singapore
91.239.27.199,784,quic,408596875,doq-i03,0,,,263605245,672255282,0,67.225.146.248,1877,,singapore
91.239.27.199,784,quic,824368,doq-i03,1,,,210459796,417702157,0,67.225.146.248,1875,,singapore
212.86.101.213,784,quic,333310980,doq-i03,0,,,175210150,508583354,0,67.225.146.248,1151,,singapore
212.86.101.213,784,quic,846241,doq-i03,1,,,162818616,327916247,0,67.225.146.248,1149,,singapore
193.123.244.234,784,quic,161940488,doq-i03,0,,,110752572,272748623,0,67.225.146.248,1104,,singapore
193.123.244.234,784,quic,698766,doq-i03,1,,,108062541,184944939,0,67.225.146.248,2958,,singapore
161.129.152.196,784,quic,844192099,doq-i03,0,,,213438344,1057662450,0,67.225.146.248,778,,singapore
194.67.121.139,784,quic,402428291,doq-i03,0,,,189418356,591877142,0,67.225.146.248,473,,singapore
161.129.152.196,784,quic,216394558,doq-i03,0,,,213081729,429514549,0,67.225.146.248,776,,singapore
194.67.121.139,784,quic,852971,doq-i03,1,,,188353475,379324737,0,67.225.146.248,471,,singapore
94.140.14.49,784,quic,7335223,doq-i03,0,,,2640423,10030463,0,67.225.146.248,2137,,singapore
94.140.14.49,784,quic,4994050,doq-i03,0,,,2559294,7590238,0,67.225.146.248,2135,,singapore
94.140.14.49,8853,quic,10849854,doq-i03,0,,,2203207,13082443,0,67.225.146.248,2134,,singapore
94.140.14.49,8853,quic,3911493,doq-i03,0,,,3505589,7454130,0,67.225.146.248,2133,,singapore
94.140.14.49,853,quic,11334147,doq-i03,0,,,2491393,13856713,0,67.225.146.248,2131,,singapore
176.103.130.150,784,quic,509478712,doq-i03,0,,,253959350,763470291,0,67.225.146.248,2918,,singapore
94.140.14.49,853,quic,3638657,doq-i03,0,,,2161155,5848584,0,67.225.146.248,2130,,singapore
176.103.130.150,784,quic,252947833,doq-i03,0,,,300238218,553245043,0,67.225.146.248,2916,,singapore
176.103.130.150,8853,quic,487394426,doq-i03,0,,,245569173,732993494,0,67.225.146.248,2914,,singapore
176.103.130.150,8853,quic,243798635,doq-i03,0,,,240493239,484322535,0,67.225.146.248,2912,,singapore
176.103.130.150,853,quic,494247453,doq-i03,0,,,242079074,736366025,0,67.225.146.248,2910,,singapore
138.2.89.57,784,quic,11523807,doq-i03,0,,,2789879,14349027,0,0.0.0.0,10,,singapore
176.103.130.150,853,quic,243687154,doq-i03,0,,,241472629,485218410,0,67.225.146.248,2908,,singapore
138.2.89.57,784,quic,2304966,doq-i03,1,,,6603051,16872150,0,0.0.0.0,10,,singapore
140.83.52.87,784,quic,207283435,doq-i03,0,,,76719199,284052708,0,0.0.0.0,10,,singapore
140.83.52.87,784,quic,856713,doq-i03,1,,,76338351,155191981,0,0.0.0.0,10,,singapore
108.137.44.33,784,quic,56661208,doq-i03,0,,,14299023,71018484,0,67.225.146.248,552,,singapore
108.137.44.33,784,quic,17718618,doq-i03,0,,,14258225,32032849,0,67.225.146.248,550,,singapore
108.137.44.33,853,quic,67196573,doq-i03,0,,,15276986,82526389,0,67.225.146.248,544,,singapore
108.137.44.33,853,quic,16227648,doq-i03,0,,,14509955,30787731,0,67.225.146.248,543,,singapore
83.212.102.207,784,quic,915572210,doq-i03,0,,,234747933,1150351796,0,67.225.146.248,1771,,singapore
83.212.102.207,784,quic,236419091,doq-i03,0,,,233026593,469480246,0,67.225.146.248,1769,,singapore
54.249.180.176,784,quic,315459586,doq-i02,0,,,76598623,392094571,0,67.225.146.248,1006,,singapore
54.249.180.176,784,quic,78889784,doq-i02,0,,,77902777,156821371,0,67.225.146.248,1005,,singapore
130.162.133.169,784,quic,320954697,doq-i02,0,,,76873220,397865504,0,67.225.146.248,1200,,singapore
31.172.70.135,784,quic,409556995,doq-i03,0,,,211868387,624724356,0,67.225.146.248,1748,,singapore
130.162.133.169,784,quic,82285688,doq-i02,0,,,75497595,157820801,0,67.225.146.248,1199,,singapore
31.172.70.135,784,quic,853152,doq-i03,1,,,202158737,405661712,0,67.225.146.248,1746,,singapore
132.145.217.93,8853,quic,1082793890,doq-i03,0,,,292673271,1375502818,0,67.225.146.248,2148,,singapore
94.140.15.15,784,quic,12704954,doq-i03,0,,,4669189,17405281,0,67.225.146.248,2001,,singapore
132.145.217.93,8853,quic,295845853,doq-i03,0,,,292334987,588237496,0,67.225.146.248,2146,,singapore
104.199.26.56,784,quic,402035105,doq-i03,0,,,196277354,598370575,0,67.225.146.248,2979,,singapore
94.140.15.15,784,quic,4782993,doq-i03,0,,,2995529,7806211,0,67.225.146.248,2000,,singapore
104.199.26.56,784,quic,802067,doq-i03,1,,,196340423,396658513,0,67.225.146.248,2977,,singapore
94.140.15.15,8853,quic,15923752,doq-i03,0,,,6098621,22054582,0,67.225.146.248,1998,,singapore
94.140.15.15,8853,quic,4358258,doq-i03,0,,,2546380,6938464,0,67.225.146.248,1997,,singapore
94.140.15.15,853,quic,7739099,doq-i03,0,,,2808971,10600938,0,67.225.146.248,1995,,singapore
94.140.15.15,853,quic,4827402,doq-i03,0,,,2789531,7652320,0,67.225.146.248,1994,,singapore
